ISO,Language,Dialect,Genetics,Speakers,Method,Quantity,vowel,f1,f2,f3
mvf,Inner Mongolian,Baarin,Altaic>Mongolic>Eastern,1,Wordlist,Long,ɵ,493.0,963.0,2683
mvf,Inner Mongolian,Baarin,Altaic>Mongolic>Eastern,1,Wordlist,Long,œ,532.0,1910.0,2637
mwm,Sar,Douyou,NiloSaharan>ChariNile>CentralSudanic>BongoBagirmi>Sara,1,Carrier sentence,Long,i,252.0,2331.0,3125
mwm,Sar,Douyou,NiloSaharan>ChariNile>CentralSudanic>BongoBagirmi>Sara,1,Carrier sentence,Long,e,346.0,2250.0,2683
mwm,Sar,Douyou,NiloSaharan>ChariNile>CentralSudanic>BongoBagirmi>Sara,1,Carrier sentence,Long,a,651.0,1463.0,2463
mwm,Sar,Douyou,NiloSaharan>ChariNile>CentralSudanic>BongoBagirmi>Sara,1,Carrier sentence,Long,ɔ,483.0,1120.0,2583
mwm,Sar,Douyou,NiloSaharan>ChariNile>CentralSudanic>BongoBagirmi>Sara,1,Carrier sentence,Long,o,370.0,798.0,2631
mwm,Sar,Douyou,NiloSaharan>ChariNile>CentralSudanic>BongoBagirmi>Sara,1,Carrier sentence,Long,u,290.0,723.0,2530
mxp,Ayutla Mixe,,MixeZoquean>Mixe,2,Carrier sentence,Uniform,i,323.0,2204.0,3065
mxp,Ayutla Mixe,,MixeZoquean>Mixe,2,Carrier sentence,Uniform,e,547.0,1835.0,2815
mxp,Ayutla Mixe,,MixeZoquean>Mixe,2,Carrier sentence,Uniform,a,633.0,1552.0,2779
mxp,Ayutla Mixe,,MixeZoquean>Mixe,2,Carrier sentence,Uniform,ʌ,614.0,1364.0,2807
mxp,Ayutla Mixe,,MixeZoquean>Mixe,2,Carrier sentence,Uniform,ɤ,447.0,953.0,2602
mxp,Ayutla Mixe,,MixeZoquean>Mixe,2,Carrier sentence,Uniform,u,367.0,836.0,2437
mxp,Ayutla Mixe,,MixeZoquean>Mixe,2,Carrier sentence,Uniform,ɨ,369.0,1388.0,2502
mya,Burmese,Standard,SinoTibetan>TibetoBurman>LoloBurmese>Burmish>Southern,1,Wordlist,Uniform,e,600.0,2200.0,
mya,Burmese,Standard,SinoTibetan>TibetoBurman>LoloBurmese>Burmish>Southern,1,Wordlist,Uniform,ɛ,666.0,2132.0,2610
mya,Burmese,Standard,SinoTibetan>TibetoBurman>LoloBurmese>Burmish>Southern,1,Wordlist,Uniform,ɑ,956.0,1119.0,2140
mya,Burmese,Standard,SinoTibetan>TibetoBurman>LoloBurmese>Burmish>Southern,1,Wordlist,Uniform,ɔ,806.0,956.0,2055
mya,Burmese,Standard,SinoTibetan>TibetoBurman>LoloBurmese>Burmish>Southern,1,Wordlist,Uniform,o,666.0,900.0,2215
mya,Burmese,Standard,SinoTibetan>TibetoBurman>LoloBurmese>Burmish>Southern,1,Wordlist,Uniform,u,400.0,666.0,2095
myb,Mbay,Moissala,NiloSaharan>ChariNile>CentralSudanic>BongoBagirmi>Sara,1,Carrier sentence,Long,i,328.0,2520.0,
myb,Mbay,Moissala,NiloSaharan>ChariNile>CentralSudanic>BongoBagirmi>Sara,1,Carrier sentence,Long,e,411.0,2375.0,
myb,Mbay,Moissala,NiloSaharan>ChariNile>CentralSudanic>BongoBagirmi>Sara,1,Carrier sentence,Long,a,580.0,1746.0,
myb,Mbay,Moissala,NiloSaharan>ChariNile>CentralSudanic>BongoBagirmi>Sara,1,Carrier sentence,Long,ɔ,535.0,1271.0,
myb,Mbay,Moissala,NiloSaharan>ChariNile>CentralSudanic>BongoBagirmi>Sara,1,Carrier sentence,Long,o,401.0,931.0,
myb,Mbay,Moissala,NiloSaharan>ChariNile>CentralSudanic>BongoBagirmi>Sara,1,Carrier sentence,Long,u,336.0,863.0,
myf,Bambassi,,AfroAsiatic>Omotic>North>Mao>East,1,Running speech,Uniform,i,340.0,2105.0,
myf,Bambassi,,AfroAsiatic>Omotic>North>Mao>East,1,Running speech,Uniform,e,505.0,1895.0,
myf,Bambassi,,AfroAsiatic>Omotic>North>Mao>East,1,Running speech,Uniform,a,655.0,1400.0,
myf,Bambassi,,AfroAsiatic>Omotic>North>Mao>East,1,Running speech,Uniform,o,460.0,1005.0,
myf,Bambassi,,AfroAsiatic>Omotic>North>Mao>East,1,Running speech,Uniform,u,310.0,1005.0,
myu,Munduruku,,Tupi>Munduruku,3,Wordlist,Uniform,i,327.0,2467.0,3109
myu,Munduruku,,Tupi>Munduruku,3,Wordlist,Uniform,e,504.0,2212.0,2847
myu,Munduruku,,Tupi>Munduruku,3,Wordlist,Uniform,a,705.0,1481.0,2436
myu,Munduruku,,Tupi>Munduruku,3,Wordlist,Uniform,o,450.0,894.0,2453
myu,Munduruku,,Tupi>Munduruku,3,Wordlist,Uniform,ə,480.0,1387.0,2510
nab,Nambikwara,,Nambikwaran,1,Wordlist,Uniform,i,250.0,2093.0,
nab,Nambikwara,,Nambikwaran,1,Wordlist,Uniform,e,500.0,1930.0,
nab,Nambikwara,,Nambikwaran,1,Wordlist,Uniform,a,784.0,1381.0,
nab,Nambikwara,,Nambikwaran,1,Wordlist,Uniform,o,488.0,800.0,
nab,Nambikwara,,Nambikwaran,1,Wordlist,Uniform,u,366.0,890.0,
nan,Min Taiwanese,Nan (Southern),SinoTibetan>Sinitic>Chinese>Min,3,Carrier sentence,Uniform,i,282.0,2368.0,3269
nan,Min Taiwanese,Nan (Southern),SinoTibetan>Sinitic>Chinese>Min,3,Carrier sentence,Uniform,e,392.0,2258.0,2918
nan,Min Taiwanese,Nan (Southern),SinoTibetan>Sinitic>Chinese>Min,3,Carrier sentence,Uniform,a,816.0,1238.0,2525
nan,Min Taiwanese,Nan (Southern),SinoTibetan>Sinitic>Chinese>Min,3,Carrier sentence,Uniform,ɔ,474.0,747.0,2711
nan,Min Taiwanese,Nan (Southern),SinoTibetan>Sinitic>Chinese>Min,3,Carrier sentence,Uniform,u,313.0,658.0,2618
nap,Neapolitan,Naples,IndoEuropean>Italic>Romance>ItaloWestern>ItaloDalmatian,?,Wordlist,Uniform,i,274.0,2475.0,
nap,Neapolitan,Naples,IndoEuropean>Italic>Romance>ItaloWestern>ItaloDalmatian,?,Wordlist,Uniform,e,340.0,2239.0,
nap,Neapolitan,Naples,IndoEuropean>Italic>Romance>ItaloWestern>ItaloDalmatian,?,Wordlist,Uniform,ɛ,491.0,1999.0,
nap,Neapolitan,Naples,IndoEuropean>Italic>Romance>ItaloWestern>ItaloDalmatian,?,Wordlist,Uniform,a,740.0,1282.0,
nap,Neapolitan,Naples,IndoEuropean>Italic>Romance>ItaloWestern>ItaloDalmatian,?,Wordlist,Uniform,ɔ,517.0,961.0,
nap,Neapolitan,Naples,IndoEuropean>Italic>Romance>ItaloWestern>ItaloDalmatian,?,Wordlist,Uniform,o,367.0,861.0,
nap,Neapolitan,Naples,IndoEuropean>Italic>Romance>ItaloWestern>ItaloDalmatian,?,Wordlist,Uniform,u,322.0,842.0,
nav,Navajo,,DeneYeniseian>NaDene>AthabaskanEyak>Athabaskan>Southern>SouthwesternApache>Western,2,Wordlist,Long,i,250.0,2250.0,2800
nav,Navajo,,DeneYeniseian>NaDene>AthabaskanEyak>Athabaskan>Southern>SouthwesternApache>Western,2,Wordlist,Long,e,570.0,1880.0,2300
nav,Navajo,,DeneYeniseian>NaDene>AthabaskanEyak>Athabaskan>Southern>SouthwesternApache>Western,2,Wordlist,Long,ɑ,750.0,1200.0,2500
nav,Navajo,,DeneYeniseian>NaDene>AthabaskanEyak>Athabaskan>Southern>SouthwesternApache>Western,2,Wordlist,Long,o,370.0,780.0,2200
nav,Navajo,,DeneYeniseian>NaDene>AthabaskanEyak>Athabaskan>Southern>SouthwesternApache>Western,2,Wordlist,Short,ɪ,330.0,1920.0,2450
nav,Navajo,,DeneYeniseian>NaDene>AthabaskanEyak>Athabaskan>Southern>SouthwesternApache>Western,2,Wordlist,Short,ɛ,680.0,1780.0,2500
nav,Navajo,,DeneYeniseian>NaDene>AthabaskanEyak>Athabaskan>Southern>SouthwesternApache>Western,2,Wordlist,Short,a,730.0,1350.0,2200
nav,Navajo,,DeneYeniseian>NaDene>AthabaskanEyak>Athabaskan>Southern>SouthwesternApache>Western,2,Wordlist,Short,ɔ,480.0,980.0,2100
naw,Nawuri,,NigerCongo>AtlanticCongo>VoltaCongo>Kwa>Nyo>PotouTano>Tano>Guang>North,4,Wordlist,Long,i,280.0,2050.0,
naw,Nawuri,,NigerCongo>AtlanticCongo>VoltaCongo>Kwa>Nyo>PotouTano>Tano>Guang>North,4,Wordlist,Long,e,350.0,2070.0,
naw,Nawuri,,NigerCongo>AtlanticCongo>VoltaCongo>Kwa>Nyo>PotouTano>Tano>Guang>North,4,Wordlist,Long,ɪ,350.0,2040.0,
naw,Nawuri,,NigerCongo>AtlanticCongo>VoltaCongo>Kwa>Nyo>PotouTano>Tano>Guang>North,4,Wordlist,Long,ɛ,540.0,1900.0,
naw,Nawuri,,NigerCongo>AtlanticCongo>VoltaCongo>Kwa>Nyo>PotouTano>Tano>Guang>North,4,Wordlist,Long,a,855.0,1420.0,
naw,Nawuri,,NigerCongo>AtlanticCongo>VoltaCongo>Kwa>Nyo>PotouTano>Tano>Guang>North,4,Wordlist,Long,ɔ,545.0,860.0,
naw,Nawuri,,NigerCongo>AtlanticCongo>VoltaCongo>Kwa>Nyo>PotouTano>Tano>Guang>North,4,Wordlist,Long,ʊ,405.0,780.0,
naw,Nawuri,,NigerCongo>AtlanticCongo>VoltaCongo>Kwa>Nyo>PotouTano>Tano>Guang>North,4,Wordlist,Long,o,365.0,870.0,
naw,Nawuri,,NigerCongo>AtlanticCongo>VoltaCongo>Kwa>Nyo>PotouTano>Tano>Guang>North,4,Wordlist,Long,u,315.0,820.0,
nde,Ndebele,,NigerCongo>AtlanticCongo>BenueCongo>Bantoid>Southern>Bantu>Central>Southern>Nguni>Zunda,3,Carrier sentence,Uniform,i,278.0,2052.0,
nde,Ndebele,,NigerCongo>AtlanticCongo>BenueCongo>Bantoid>Southern>Bantu>Central>Southern>Nguni>Zunda,3,Carrier sentence,Uniform,e,350.0,1915.0,
nde,Ndebele,,NigerCongo>AtlanticCongo>BenueCongo>Bantoid>Southern>Bantu>Central>Southern>Nguni>Zunda,3,Carrier sentence,Uniform,a,650.0,1287.0,
nde,Ndebele,,NigerCongo>AtlanticCongo>BenueCongo>Bantoid>Southern>Bantu>Central>Southern>Nguni>Zunda,3,Carrier sentence,Uniform,o,395.0,777.0,
nde,Ndebele,,NigerCongo>AtlanticCongo>BenueCongo>Bantoid>Southern>Bantu>Central>Southern>Nguni>Zunda,3,Carrier sentence,Uniform,u,300.0,612.0,
nds,Low German,Eastphalian,IndoEuropean>Germanic>WestGermanic>LowGerman,3,Running speech,Long,i,237.0,2320.0,
nds,Low German,Eastphalian,IndoEuropean>Germanic>WestGermanic>LowGerman,3,Running speech,Long,e,347.0,2177.0,
nds,Low German,Eastphalian,IndoEuropean>Germanic>WestGermanic>LowGerman,3,Running speech,Long,ɛ,540.0,1867.0,
nds,Low German,Eastphalian,IndoEuropean>Germanic>WestGermanic>LowGerman,3,Running speech,Long,a,693.0,1140.0,
nds,Low German,Eastphalian,IndoEuropean>Germanic>WestGermanic>LowGerman,3,Running speech,Long,ɔ,532.0,943.0,
nds,Low German,Eastphalian,IndoEuropean>Germanic>WestGermanic>LowGerman,3,Running speech,Long,o,400.0,925.0,
nds,Low German,Eastphalian,IndoEuropean>Germanic>WestGermanic>LowGerman,3,Running speech,Long,u,285.0,687.0,
ndv,Ndut,,NigerCongo>AtlanticCongo>Atlantic>Northern>Cangin,1,Meaningful sentence,Long,i,312.0,2010.0,3010
ndv,Ndut,,NigerCongo>AtlanticCongo>Atlantic>Northern>Cangin,1,Meaningful sentence,Long,ɪ,395.0,2156.0,3198
ndv,Ndut,,NigerCongo>AtlanticCongo>Atlantic>Northern>Cangin,1,Meaningful sentence,Long,e,391.0,1859.0,2547
ndv,Ndut,,NigerCongo>AtlanticCongo>Atlantic>Northern>Cangin,1,Meaningful sentence,Long,ɛ,546.0,1937.0,2578
ndv,Ndut,,NigerCongo>AtlanticCongo>Atlantic>Northern>Cangin,1,Meaningful sentence,Long,a,765.0,1422.0,2187
ndv,Ndut,,NigerCongo>AtlanticCongo>Atlantic>Northern>Cangin,1,Meaningful sentence,Long,ɔ,562.0,1e3,2187
ndv,Ndut,,NigerCongo>AtlanticCongo>Atlantic>Northern>Cangin,1,Meaningful sentence,Long,ʊ,437.0,857.0,
ndv,Ndut,,NigerCongo>AtlanticCongo>Atlantic>Northern>Cangin,1,Meaningful sentence,Long,u,312.0,884.0,
ndv,Ndut,,NigerCongo>AtlanticCongo>Atlantic>Northern>Cangin,1,Meaningful sentence,Long,ə,500.0,1462.0,2275
ndv,Ndut,,NigerCongo>AtlanticCongo>Atlantic>Northern>Cangin,1,Meaningful sentence,Short,i,362.0,2012.0,2862
ndv,Ndut,,NigerCongo>AtlanticCongo>Atlantic>Northern>Cangin,1,Meaningful sentence,Short,ɪ,449.0,2075.0,3037
ndv,Ndut,,NigerCongo>AtlanticCongo>Atlantic>Northern>Cangin,1,Meaningful sentence,Short,e,419.0,1859.0,2419
ndv,Ndut,,NigerCongo>AtlanticCongo>Atlantic>Northern>Cangin,1,Meaningful sentence,Short,ɛ,580.0,1857.0,2518
ndv,Ndut,,NigerCongo>AtlanticCongo>Atlantic>Northern>Cangin,1,Meaningful sentence,Short,a,750.0,1458.0,2271
ndv,Ndut,,NigerCongo>AtlanticCongo>Atlantic>Northern>Cangin,1,Meaningful sentence,Short,ɔ,593.0,1218.0,2187
ndv,Ndut,,NigerCongo>AtlanticCongo>Atlantic>Northern>Cangin,1,Meaningful sentence,Short,ʊ,515.0,925.0,
ndv,Ndut,,NigerCongo>AtlanticCongo>Atlantic>Northern>Cangin,1,Meaningful sentence,Short,u,312.0,859.0,
ndv,Ndut,,NigerCongo>AtlanticCongo>Atlantic>Northern>Cangin,1,Meaningful sentence,Short,ə,507.0,1352.0,2256
nep,Nepali,Eastern,IndoEuropean>IndoIranian>IndoAryan>Pahari>Eastern,5,Isolation,Uniform,i,280.0,2254.0,
nep,Nepali,Eastern,IndoEuropean>IndoIranian>IndoAryan>Pahari>Eastern,5,Isolation,Uniform,e,366.0,2044.0,
nep,Nepali,Eastern,IndoEuropean>IndoIranian>IndoAryan>Pahari>Eastern,5,Isolation,Uniform,a,838.0,1372.0,
nep,Nepali,Eastern,IndoEuropean>IndoIranian>IndoAryan>Pahari>Eastern,5,Isolation,Uniform,ʌ,658.0,1054.0,
nep,Nepali,Eastern,IndoEuropean>IndoIranian>IndoAryan>Pahari>Eastern,5,Isolation,Uniform,o,372.0,782.0,
nep,Nepali,Eastern,IndoEuropean>IndoIranian>IndoAryan>Pahari>Eastern,5,Isolation,Uniform,u,302.0,770.0,
new,Ngwe,,NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>WideGrassfields>Narrow>MbamNkam>Bamikele,1,Wordlist,Uniform,i,263.0,2367.0,
new,Ngwe,,NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>WideGrassfields>Narrow>MbamNkam>Bamikele,1,Wordlist,Uniform,e,358.0,2286.0,
new,Ngwe,,NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>WideGrassfields>Narrow>MbamNkam>Bamikele,1,Wordlist,Uniform,ɛ,680.0,2094.0,
new,Ngwe,,NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>WideGrassfields>Narrow>MbamNkam>Bamikele,1,Wordlist,Uniform,a,782.0,1768.0,
new,Ngwe,,NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>WideGrassfields>Narrow>MbamNkam>Bamikele,1,Wordlist,Uniform,ɑ,749.0,1233.0,
new,Ngwe,,NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>WideGrassfields>Narrow>MbamNkam>Bamikele,1,Wordlist,Uniform,ɔ,503.0,756.0,
new,Ngwe,,NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>WideGrassfields>Narrow>MbamNkam>Bamikele,1,Wordlist,Uniform,o,372.0,775.0,
new,Ngwe,,NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>WideGrassfields>Narrow>MbamNkam>Bamikele,1,Wordlist,Uniform,u,330.0,680.0,
new,Ngwe,,NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>WideGrassfields>Narrow>MbamNkam>Bamikele,1,Wordlist,Uniform,y,238.0,2195.0,
new,Ngwe,,NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>WideGrassfields>Narrow>MbamNkam>Bamikele,1,Wordlist,Uniform,ɯ,405.0,1703.0,
new,Ngwe,,NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>WideGrassfields>Narrow>MbamNkam>Bamikele,1,Wordlist,Uniform,ʌ,541.0,1746.0,NA
new,Ngwe,,NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>WideGrassfields>Narrow>MbamNkam>Bamikele,1,Wordlist,Uniform,ɤ,492.0,1441.0,NA
new,Ngwe,,NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>WideGrassfields>Narrow>MbamNkam>Bamikele,1,Wordlist,Uniform,ɐ,519.0,1303.0,NA
ngk,Dalabon,,Australian>Gunwingguan,1,Running speech,Uniform,i,378.0,2081.0,2815
ngk,Dalabon,,Australian>Gunwingguan,1,Running speech,Uniform,e,505.0,1527.0,2899
ngk,Dalabon,,Australian>Gunwingguan,1,Running speech,Uniform,a,694.0,1456.0,2841
ngk,Dalabon,,Australian>Gunwingguan,1,Running speech,Uniform,o,532.0,1083.0,2983
ngk,Dalabon,,Australian>Gunwingguan,1,Running speech,Uniform,u,422.0,1127.0,2657
ngk,Dalabon,,Australian>Gunwingguan,1,Running speech,Uniform,ʉ,467.0,1339.0,2697
nia,Nias,,Austronesian>MalayoPolinesian>Nuclear>NorthwestSumatran>NorthernBarrierIslands,1,Wordlist,Uniform,i,260.0,2558.0,
nia,Nias,,Austronesian>MalayoPolinesian>Nuclear>NorthwestSumatran>NorthernBarrierIslands,1,Wordlist,Uniform,e,429.0,2444.0,
nia,Nias,,Austronesian>MalayoPolinesian>Nuclear>NorthwestSumatran>NorthernBarrierIslands,1,Wordlist,Uniform,a,742.0,1524.0,
nia,Nias,,Austronesian>MalayoPolinesian>Nuclear>NorthwestSumatran>NorthernBarrierIslands,1,Wordlist,Uniform,o,467.0,792.0,
nia,Nias,,Austronesian>MalayoPolinesian>Nuclear>NorthwestSumatran>NorthernBarrierIslands,1,Wordlist,Uniform, u,268.0,717.0,
nia,Nias,,Austronesian>MalayoPolinesian>Nuclear>NorthwestSumatran>NorthernBarrierIslands,1,Wordlist,Uniform,ɤ,399.0,1555.0,
njm,Angami,,SinoTibetan>TibetoBurman>AngamiPochuri,4,Carrier sentence,Uniform,i,301.0,2403.0,3028
njm,Angami,,SinoTibetan>TibetoBurman>AngamiPochuri,4,Carrier sentence,Uniform,e,520.0,2054.0,2776
njm,Angami,,SinoTibetan>TibetoBurman>AngamiPochuri,4,Carrier sentence,Uniform,a,749.0,1187.0,2640
njm,Angami,,SinoTibetan>TibetoBurman>AngamiPochuri,4,Carrier sentence,Uniform,o,470.0,864.0,2618
njm,Angami,,SinoTibetan>TibetoBurman>AngamiPochuri,4,Carrier sentence,Uniform, u,331.0,941.0,2374
njm,Angami,,SinoTibetan>TibetoBurman>AngamiPochuri,4,Carrier sentence,Uniform,ə,457.0,1438.0,2584
njo,Ao,Mongsen,SinoTibetan>TibetoBurman>KukiChinNaga>Naga,1,Wordlist,Uniform,i,301.0,2293.0,3037
njo,Ao,Mongsen,SinoTibetan>TibetoBurman>KukiChinNaga>Naga,1,Wordlist,Uniform,a,641.0,1189.0,2431
njo,Ao,Mongsen,SinoTibetan>TibetoBurman>KukiChinNaga>Naga,1,Wordlist,Uniform,u,342.0,658.0,2512
njo,Ao,Mongsen,SinoTibetan>TibetoBurman>KukiChinNaga>Naga,1,Wordlist,Uniform,ʉ,310.0,1691.0,2671
njo,Ao,Mongsen,SinoTibetan>TibetoBurman>KukiChinNaga>Naga,1,Wordlist,Uniform,ə,472.0,1643.0,2717
nmn,!Xoo,Lone Tree,Khoisan>SouthernAfrica>Southern>Hua,1,Wordlist,Uniform,i,255.0,2530.0,
nmn,!Xoo,Lone Tree,Khoisan>SouthernAfrica>Southern>Hua,1,Wordlist,Uniform,e,405.0,2205.0,
nmn,!Xoo,Lone Tree,Khoisan>SouthernAfrica>Southern>Hua,1,Wordlist,Uniform,a,685.0,1435.0,
nmn,!Xoo,Lone Tree,Khoisan>SouthernAfrica>Southern>Hua,1,Wordlist,Uniform,o,450.0,975.0,
nmn,!Xoo,Lone Tree,Khoisan>SouthernAfrica>Southern>Hua,1,Wordlist,Uniform,u,290.0,840.0,
nnb,Kinande,,NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>NarrowBantu>Central>J>Konzo,1,Wordlist,Uniform,i,261.0,2234.0,2899
nnb,Kinande,,NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>NarrowBantu>Central>J>Konzo,1,Wordlist,Uniform,e,315.0,2023.0,2625
nnb,Kinande,,NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>NarrowBantu>Central>J>Konzo,1,Wordlist,Uniform,ɪ,365.0,1819.0,2521
nnb,Kinande,,NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>NarrowBantu>Central>J>Konzo,1,Wordlist,Uniform,ɛ,472.0,1805.0,2564
nnb,Kinande,,NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>NarrowBantu>Central>J>Konzo,1,Wordlist,Uniform,a,651.0,1474.0,2394
nnb,Kinande,,NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>NarrowBantu>Central>J>Konzo,1,Wordlist,Uniform,ɔ,447.0,1017.0,2536
nnb,Kinande,,NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>NarrowBantu>Central>J>Konzo,1,Wordlist,Uniform,o,322.0,1149.0,2520
nnb,Kinande,,NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>NarrowBantu>Central>J>Konzo,1,Wordlist,Uniform,ʊ,318.0,965.0,2458
nnb,Kinande,,NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>NarrowBantu>Central>J>Konzo,1,Wordlist,Uniform,u,262.0,917.0,2668
nnb,Kinande,,NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>NarrowBantu>Central>J>Konzo,1,Wordlist,Uniform,ə,484.0,1651.0,2491
nor,Norwegian,Standard,IndoEuropean>Germanic>NorthGermanic>WestScandinavian,13,Wordlist,Long,i,309.0,2281.0,3230
nor,Norwegian,Standard,IndoEuropean>Germanic>NorthGermanic>WestScandinavian,13,Wordlist,Long,e,404.0,2167.0,2765
nor,Norwegian,Standard,IndoEuropean>Germanic>NorthGermanic>WestScandinavian,13,Wordlist,Long,æ,703.0,1498.0,2478
nor,Norwegian,Standard,IndoEuropean>Germanic>NorthGermanic>WestScandinavian,13,Wordlist,Long,ɑ,635.0,1053.0,2585
nor,Norwegian,Standard,IndoEuropean>Germanic>NorthGermanic>WestScandinavian,13,Wordlist,Long,o,461.0,906.0,2453
nor,Norwegian,Standard,IndoEuropean>Germanic>NorthGermanic>WestScandinavian,13,Wordlist,Long,u,348.0,874.0,2338
nor,Norwegian,Standard,IndoEuropean>Germanic>NorthGermanic>WestScandinavian,13,Wordlist,Long,y,302.0,2153.0,2479
nor,Norwegian,Standard,IndoEuropean>Germanic>NorthGermanic>WestScandinavian,13,Wordlist,Long,ø,437.0,1561.0,2332
nor,Norwegian,Standard,IndoEuropean>Germanic>NorthGermanic>WestScandinavian,13,Wordlist,Long,ʉ,330.0,1724.0,2176
nun,Anong,Mugujia,SinoTibetan>TibetoBurman>Nungish,?,Wordlist,Uniform,i,356.0,2096.0,3500
nun,Anong,Mugujia,SinoTibetan>TibetoBurman>Nungish,?,Wordlist,Uniform,ɛ,452.0,1846.0,3336
nun,Anong,Mugujia,SinoTibetan>TibetoBurman>Nungish,?,Wordlist,Uniform,ɑ,600.0,1044.0,2739
nun,Anong,Mugujia,SinoTibetan>TibetoBurman>Nungish,?,Wordlist,Uniform,o,416.0,753.0,2743
nun,Anong,Mugujia,SinoTibetan>TibetoBurman>Nungish,?,Wordlist,Uniform,u,379.0,967.0,2854
nun,Anong,Mugujia,SinoTibetan>TibetoBurman>Nungish,?,Wordlist,Uniform,ɨ,380.0,1849.0,2912
oci,Occitan,Roergue Lengadocian,IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>GalloRomance>OccitanoRomance,1,Carrier sentence,Uniform,i,238.0,2390.0,2800
oci,Occitan,Roergue Lengadocian,IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>GalloRomance>OccitanoRomance,1,Carrier sentence,Uniform,e,304.0,2103.0,2601
oci,Occitan,Roergue Lengadocian,IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>GalloRomance>OccitanoRomance,1,Carrier sentence,Uniform,ɛ,419.0,1849.0,2559
oci,Occitan,Roergue Lengadocian,IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>GalloRomance>OccitanoRomance,1,Carrier sentence,Uniform,a,854.0,1437.0,2515
oci,Occitan,Roergue Lengadocian,IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>GalloRomance>OccitanoRomance,1,Carrier sentence,Uniform,ɔ,494.0,999.0,2603
oci,Occitan,Roergue Lengadocian,IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>GalloRomance>OccitanoRomance,1,Carrier sentence,Uniform,u,273.0,887.0,2581
oci,Occitan,Roergue Lengadocian,IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>GalloRomance>OccitanoRomance,1,Carrier sentence,Uniform,y,271.0,1763.0,2361
ogo,Khana,,NigerCongo>AtlanticCongo>BenueCongo>Ogoni,4,Wordlist,Uniform,i,280.0,2e3,
ogo,Khana,,NigerCongo>AtlanticCongo>BenueCongo>Ogoni,4,Wordlist,Uniform,e,337.0,1847.0,
ogo,Khana,,NigerCongo>AtlanticCongo>BenueCongo>Ogoni,4,Wordlist,Uniform,ɛ,493.0,1760.0,
ogo,Khana,,NigerCongo>AtlanticCongo>BenueCongo>Ogoni,4,Wordlist,Uniform,a,681.0,1324.0,
ogo,Khana,,NigerCongo>AtlanticCongo>BenueCongo>Ogoni,4,Wordlist,Uniform,ɔ,532.0,1013.0,
ogo,Khana,,NigerCongo>AtlanticCongo>BenueCongo>Ogoni,4,Wordlist,Uniform,o,344.0,939.0,
ogo,Khana,,NigerCongo>AtlanticCongo>BenueCongo>Ogoni,4,Wordlist,Uniform,u,283.0,818.0,
ori,Oriya,Standard,IndoEuropean>IndoIranian>IndoAryan>Eastern,1,Isolation,Uniform,i,250.0,2e3,2700
ori,Oriya,Standard,IndoEuropean>IndoIranian>IndoAryan>Eastern,1,Isolation,Uniform,e,300.0,1700.0,2350
ori,Oriya,Standard,IndoEuropean>IndoIranian>IndoAryan>Eastern,1,Isolation,Uniform,a,650.0,1200.0,2400
ori,Oriya,Standard,IndoEuropean>IndoIranian>IndoAryan>Eastern,1,Isolation,Uniform,ɔ,400.0,750.0,2300
